稼働年月日,容量,基盤,ジャンル,メーカー,タイトル,開発元,ジョブカテゴリ,カウント
1999-06-01,AC,NAOMI,,SEGA,リングアウト4×4,セガ（メカトロ研）,0,0
1999-07-01,AC,SEGAHIKARU,,SEGA,消防士 BRAVE FIRE FIGHTERS,セガ（ソフト1研）,0,0
1999-07-01,AC,NAOMI,,SEGA,F355チャレンジ,セガ（ソフト2研）,0,0
1999-07-01,AC,NAOMI,,SEGA,バーチャストライカー2 バージョン2000,セガ（ソフト4研）,0,0
1999-08-01,AC,NAOMI,,SEGA,タッチ・デ・ウノー!,セガ（ソフト3研）,0,0
1999-09-01,AC,NAOMI,,SEGA,スーパーメジャーリーグ'99,セガ（ソフト1研）,0,0
1999-09-01,AC,NAOMI,,SEGA,トイファイター,セガ（ソフト3研）、アンカー,0,0
1999-09-01,AC,NAOMI,,SEGA,ジャンボ!サファリ,セガ（ソフト3研）,0,0
1999-10-01,AC,モデル3 Step 2.1,,SEGA,救急車,セガ（ソフト1研）,0,0
1999-10-01,AC,NAOMI,,SEGA,DERBY OWNERS CLUB,セガ（ソフト3研）,0,0
1999-11-01,AC,NAOMI,野球,SEGA,ダイナマイトベースボール'99,セガ（ソフト1研）,0,0
1999-11-01,AC,NAOMI,,SEGA,アウトトリガー,セガ（ソフト2研）,0,0
1999-11-01,AC,NAOMI,PZL落ち物,SEGA,セガテトリス,セガ（ソフト1研）、ウィルリンク,0,0
1999-12-01,AC,NAOMI,,SEGA,エイティーン・ホイーラー,セガ（ソフト2研）,0,0
1999-12-01,AC,NAOMI,PZL落ち物,SEGA,ぷよぷよDA! -featuring ELLENA System-,コンパイル,0,0
1999-12-01,AC,NAOMI,,SEGA,火星チャンネル,セガ（ソフト3研）,0,0
1999-12-01,AC,NAOMI,,SEGA,サンバDEアミーゴ,セガ（ソフト8研｛ソニックチーム｝）,0,0
1999-12-01,AC,NAOMI,,SEGA,パワースマッシュ,セガ（ソフト3研）,0,0
2000-01-01,AC,NAOMI,,SEGA,ザ・タイピング・オブ・ザ・デッド,セガ（ソフト6研）,0,0
2000-01-01,AC,NAOMI,,SEGA,バーチャNBA,セガ（ソフト4研）,0,0
2000-02-01,AC,NAOMI,,SEGA,タッタ・デ・ウノー!2,セガ（ソフト3研）,0,0
2000-03-01,AC,NAOMI,,SEGA,セガマリンフィッシング（英語版）,セガ（ソフト1研）,0,0
2000-05-01,AC,NAOMI,,SEGA,クイズ ああっ女神さまっ ～闘う翼とともに～,セガ（ソフト1研）,0,0
2000-06-01,AC,NAOMI,,SEGA,ダービーオーナーズクラブ2000,セガ（ソフト3研）,0,0
2000-06-01,AC,NAOMI,FTG-3D,SEGA,電脳戦機バーチャロン オラトリオ・タングラム M.S.B.S. Ver.5.66,セガ（ソフト3研）,0,0
2000-07-01,AC,NAOMI,,SEGA,スラッシュアウト,アミューズメントヴィジョン,0,0
2000-08-01,AC,NAOMI,,SEGA,ジャイアントグラム2000 全日本プロレス3～栄光の勇者達～,ワウ エンターテイメント,0,0
2000-08-01,AC,SEGAHIKARU,,SEGA,スター・ウォーズ:レーサー アーケード（英語版）,セガ・ロッソ,0,0
2000-08-01,AC,NAOMI,,SEGA,東京バス案内,フォーティーファイブ,0,0
2000-09-01,AC,SEGAHIKARU,,SEGA,ナスカー アーケード（英語版）,セガ・ロッソ,0,0
2000-10-01,AC,NAOMI,,SEGA,CRACKIN’DJ,ヒットメーカー,0,0
2000-10-01,AC,NAOMI,,SEGA,デスクリムゾンOX,エコールソフトウェア,0,0
2000-11-01,AC,NAOMI-GD,,SEGA,コンフィデンシャルミッション,ヒットメーカー,0,0
2000-11-01,AC,NAOMI-GD,,SEGA,シャカっとタンバリン!,セガ（メカトロ研、未来研）,0,0
2000-11-01,AC,NAOMI,,SEGA,セガ・ストライクファイター,ワウ エンターテイメント,0,0
2000-12-01,AC,NAOMI,,SEGA,サンバDEアミーゴ Ver.2000,ソニックチーム,0,0
2000-12-01,AC,NAOMI-GD,,SEGA,SPORTS JAM,ワウ エンターテイメント,0,0
2000-12-01,AC,SEGAHIKARU,,SEGA,プラネットハリアーズ（英語版）,アミューズメントヴィジョン,0,0
2001-01-01,AC,NAOMI,,SEGA,F355チャレンジ2,AM2 of CRI,0,0
2001-01-01,AC,NAOMI,,SEGA,コズミックスマッシュ（英語版）,セガ・ロッソ,0,0
2001-02-01,AC,SEGAHIKARU,,SEGA,AIR TRIX,ヒットメーカー,0,0
2001-03-01,AC,システム246,,SEGA,ヴァンパイアナイト,ワウ エンターテイメント,0,0
2001-04-01,AC,NAOMI-GD,,SEGA,シャカっとタンバリン! もっとノリノリ 新曲追加!!,セガ（未来研、メカトロ研）,0,0
2001-04-01,AC,NAOMI2,,SEGA,バーチャストライカー3,アミューズメントヴィジョン,0,0
2001-05-01,AC,NAOMI-GD,,SEGA,モンキーボール,アミューズメントヴィジョン,0,0
2001-05-01,AC,NAOMI2,,SEGA,ワイルドライダーズ,ワウ エンターテイメント,0,0
2001-06-01,AC,NAOMI-GD,,SEGA,ダイナミックゴルフ,ワウ エンターテイメント,0,0
2001-06-01,AC,NAOMI-GD,,SEGA,CRACKIN’DJ Part2,ヒットメーカー,0,0
2001-06-01,AC,NAOMI2,,SEGA,クラブカート,セガ（メカトロ研）,0,0
2001-06-01,AC,NAOMI-GD,,SEGA,スーパーメジャーリーグ（英語版）,ワウ エンターテイメント,0,0
2001-07-01,AC,NAOMI-GD,,SEGA,スパイカーズバトル,アミューズメントヴィジョン,0,0
2001-07-01,AC,NAOMI2,,SEGA,ビーチスパイカーズ（英語版）,AM2 of CRI,0,0
2001-08-01,AC,NAOMI2,,SEGA,ウェーブランナーGP,CRI,0,0
2001-08-01,AC,NAOMI2,FTG,SEGA,バーチャファイター4,SEGA-AM2,0,0
2001-10-01,AC,NAOMI-GD,,SEGA,犬のおさんぽ,ワウ エンターテイメント,0,0
2001-10-01,AC,NAOMI-GD,,SEGA,エイリアンフロント,ワウ エンターテイメント,0,0
2001-10-01,AC,NAOMI,,SEGA,ダービーオーナーズクラブII,ヒットメーカー,0,0
2001-10-01,AC,SEGAHIKARU,FTG-3D,SEGA,電脳戦機バーチャロン フォース,ヒットメーカー,0,0
2001-10-01,AC,NAOMI-GD,,SEGA,パワースマッシュ2,ヒットメーカー,0,0
2001-11-01,AC,NAOMI-GD,,SEGA,シャカっとタンバリン! 超PowerUpチュッ!,セガ（未来研、メカトロ研）,0,0
2001-12-01,AC,NAOMI-GD,,SEGA,Laキーボードュ,セガ・ロッソ,0,0
2001-12-01,AC,NAOMI-GD,,SEGA,ルパン三世 THE SHOOTING,ワウ エンターテイメント,0,0
2001-12-01,AC,NAOMI-GD,,SEGA,斑鳩,トレジャー,0,0
2002-10-01,AC,TRIFORCE,,SEGA,バーチャストライカー2002,アミューズメントヴィジョン,0,0
2002-02-01,AC,-,,SEGA,ザ・キング・オブ・ルート66,SEGA-AM2,0,0
2002-03-01,AC,NAOMI-GD,,SEGA,バーチャアスリート,ヒットメーカー,0,0
2002-03-01,AC,NAOMI2,,SEGA,頭文字D Arcade Stage,セガロッソ,0,0
2002-05-01,AC,-,,SEGA,ルパン三世 THE TYPING,ワウ エンターテイメント,0,0
2002-05-01,AC,NAOMI,,SEGA,ザ･メイズ･オブ･ザ･キングス,ヒットメーカー,0,0
2002-06-01,AC,NAOMI-GD,,SEGA,ムサピィのチョコマーカー,エコールソフトウェア,0,0
2002-06-01,AC,NAOMI2,,SEGA,WORLD CLUB Champion Football SERIE A 2001-2002,ヒットメーカー,0,0
2002-07-01,AC,NAOMI2,,SEGA,ソウルサーファー,セガロッソ,0,0
2002-07-01,AC,NAOMI,,SEGA,セガ四人打ち麻雀MJ,SEGA-AM2,0,0
2002-08-01,AC,NAOMI2,FTG,SEGA,バーチャファイター4 エボリューション,SEGA-AM2,0,0
2002-12-01,AC,Chihiro,,SEGA,ザ・ハウス・オブ・ザ・デッド III,ワウ エンターテイメント,0,0
2002-12-01,AC,NAOMI2,,SEGA,頭文字D Arcade Stage Ver.2,セガロッソ,0,0
2003-01-01,AC,-,,SEGA,アウトラン2,SEGA-AM2,0,0
2003-01-01,AC,TRIFORCE,,SEGA,F-ZERO AX,アミューズメントヴィジョン,0,0
2003-01-01,AC,-,,SEGA,セガ四人打ち麻雀MJ ネットワーク対戦Ver.,,0,0
2003-02-01,AC,-,,SEGA,甲虫王者ムシキング,セガ（未来研）,0,0
2003-03-01,AC,Chihiro,,SEGA,クレイジータクシー ハイローラー,ヒットメーカー,0,0
2003-04-01,AC,-,,SEGA,バーチャコップ3（英語版）,SEGA-AM2,0,0
2003-07-01,AC,TRIFORCE,,SEGA,アヴァロンの鍵,ヒットメーカー,0,0
2003-09-01,AC,NAOMI2,,SEGA,WORLD CLUB Champion Football SERIE A 2002-2003,ヒットメーカー,0,0
2003-10-01,AC,-,野球,SEGA,激闘プロ野球 水島新司オールスターズVSプロ野球,セガワウ,0,0
2003-11-01,AC,NAOMI,PZL落ち物,SEGA,ぷよぷよフィーバー,,0,0
2004-01-01,AC,NAOMI2,,SEGA,頭文字D ARCADE STAGE Ver.3,ヒットメーカー,0,0
2004-02-01,AC,Chihiro,,SEGA,セガネットワーク対戦麻雀MJ2,SEGA-AM2,0,0
2004-03-01,AC,Chihiro,,SEGA,オーリーキング（英語版）,アミューズメントヴィジョン,0,0
2004-03-01,AC,-,,SEGA,オシャレ魔女♥ラブandベリー,,0,0
2004-04-01,AC,TRIFORCE,,SEGA,アヴァロンの鍵 Ver.1.20 新たなる召喚,ヒットメーカー,0,0
2004-07-01,AC,-,,SEGA,アヴァロンの鍵 Ver.1.30 混沌の宴,,0,0
2004-07-01,AC,NAOMI2,FTG,SEGA,バーチャファイター4 ファイナルチューンド,SEGA-AM2,0,0
2004-08-01,AC,Chihiro,,SEGA,Quest of D,SEGA-AM2,0,0
2004-10-01,AC,TRIFORCE,,SEGA,バーチャストライカー4,,0,0
2004-11-01,AC,Chihiro,,SEGA,セガ ゴルフクラブ ネットワークプロツアー,,0,0
2004-11-01,AC,Chihiro,,SEGA,GHOST SQUAD,,0,0
2004-11-01,AC,-,,SEGA,アヴァロンの鍵 弐 -秩序と戒律-,,0,0
2004-12-01,AC,-,,SEGA,アウトラン2 スペシャルツアーズ,,0,0
2005-01-01,AC,-,,SEGA,アヴァロンの鍵 弐 -鍵聖戦-,,0,0
2005-01-01,AC,-,,SEGA,機動戦士ガンダム0079カードビルダー,,0,0
2005-01-01,AC,-,,SEGA,Quest of D Ver.2.0 護符の継承者,,0,0
2005-04-01,AC,-,,SEGA,THE KING OF FIGHTERS XI,SNKプレイモア,0,0
2005-01-01,AC,-,,SEGA,サムライスピリッツ 天下一剣客伝,SNKプレイモア、悠紀エンタープライズ,0,0
2005-01-01,AC,-,,SEGA,ネオジオバトルコロシアム,SNKプレイモア,0,0
2005-01-01,AC,-,,SEGA,MELTY BLOOD act cadenza,エコールソフトウェア,0,0
2005-03-01,AC,Chihiro,,SEGA,三国志大戦,,0,0
2005-03-01,AC,-,,SEGA,古代王者 恐竜キング,,0,0
2005-04-01,AC,-,,SEGA,免許の鉄人,,0,0
2005-07-01,AC,LINDBERGH,,SEGA,ザ・ハウス・オブ・ザ・デッド 4,,0,0
2005-08-01,AC,NAOMI2,,SEGA,WORLD CLUB Champion Football European Clubs 2004-2005,,0,0
2005-10-01,AC,-,,SEGA,三国志大戦 乱世の群狼,,0,0
2005-11-01,AC,Chihiro,,SEGA,セガネットワーク対戦麻雀MJ3,,0,0
2005-12-01,AC,-,,SEGA,北斗の拳,アークシステムワークス,0,0
2005-12-01,AC,-,,SEGA,甲虫王者ムシキング ポポの冒険編,,0,0
2006-01-01,AC,-,,SEGA,Quest of D Ver.3.0 王国の守護者,,0,0
2006-04-01,AC,-,,SEGA,バーチャストライカー4 Ver.2006,,0,0
2006-02-01,AC,-,,SEGA,メタルスラッグ6,SNKプレイモア,0,0
2006-04-01,AC,LINDBERGH,,SEGA,パワースマッシュ3,,0,0
2006-04-01,AC,-,,SEGA,セガゴルフクラブ バージョン2006 ネクストツアーズ,,0,0
2006-05-01,AC,Chihiro,,SEGA,三国志大戦2,,0,0
2006-07-01,AC,-,,SEGA,ザ・ハウス・オブ・ザ・デッド 4 スペシャル,,0,0
2006-07-01,AC,LINDBERGH,FTG,SEGA,バーチャファイター5,,0,0
2006-07-01,AC,NAOMI,,SEGA,頭脳能力向上マシーン タッチでズノー,,0,0
2006-08-01,AC,NAOMI2,,SEGA,WORLD CLUB Champion Football European Clubs 2005-2006,,0,0
2006-10-01,AC,LINDBERGH,,SEGA,アフターバーナー クライマックス,,0,0
2006-12-01,AC,LINDBERGH,,SEGA,Let's Go JUNGLE!,,0,0
2007-01-01,AC,-,,SEGA,シューティングラブ。2007,トライアングル・サービス,0,0
2007-01-01,AC,-,,SEGA,三国志大戦2 若き獅子の鼓動,,0,0
2007-01-01,AC,-,,SEGA,甲虫王者ムシキング 対戦バトラーズターミナル,,0,0
2007-02-01,AC,LINDBERGH,,SEGA,頭文字D ARCADE STAGE 4,,0,0
2007-03-01,AC,Chihiro,,SEGA,セガネットワーク対戦麻雀MJ3 EVOLUTION,,0,0
2007-03-01,AC,-,,SEGA,機動戦士ガンダム0083カードビルダー,,0,0
2007-04-01,AC,-,,SEGA,ダイナマイト刑事EX 〜アジアンダイナマイト〜,,0,0
2007-04-01,AC,LINDBERGH RED,,SEGA,2SPICY,,0,0
2007-04-01,AC,-,,SEGA,いっしょにワンワン,,0,0
2007-06-01,AC,-,,SEGA,昆虫DASH!!,,0,0
2007-07-01,AC,NAOMI,,SEGA,ポカ☆スカ ゴースト!,,0,0
2007-07-01,AC,LINDBERGH RED,,SEGA,ネットワーク対戦クイズ Answer×Answer,,0,0
2007-07-01,AC,-,,SEGA,マリン☆マリン ミナミハコフグと珊瑚礁の仲間達,,0,0
2007-09-01,AC,NAOMI,,SEGA,リズム天国,,0,0
2007-11-01,AC,-,,SEGA,Quest of D The Battle Kingdom,,0,0
2007-11-01,AC,-,,SEGA,Disney マジカルダンス オン ドリームステージ,,0,0
2007-12-01,AC,-,,SEGA,三国志大戦3,,0,0
2008-01-01,AC,-,,SEGA,MELTY BLOOD Actress Again,エコールソフトウェア,0,0
2008-02-01,AC,LINDBERGH,,SEGA,セガネットワーク対戦麻雀MJ4,,0,0
2008-02-01,AC,LINDBERGH,,SEGA,SEGA-RaceTV,,0,0
2008-03-01,AC,-,,SEGA,古代王者 恐竜キング 激闘! ザンジャーク!!,,0,0
2008-03-01,AC,-,,SEGA,ダービーオーナーズクラブ2008 feel the rush,,0,0
2008-03-01,AC,-,,SEGA,頭文字D ARCADE STAGE 4改,,0,0
2008-04-01,AC,-,,SEGA,いっしょにワンワン わいわいパピー,,0,0
2008-05-01,AC,-,,SEGA,いっしょにターボドライブ,,0,0
2008-09-01,AC,-,,SEGA,三国志大戦3 蒼天の龍脈,,0,0
2008-09-01,AC,-,FTG,SEGA,バーチャファイター5 R REVISION 1,,0,0
2008-09-01,AC,-,,SEGA,RAMBO,,0,0
2008-09-01,AC,LINDBERGH,,SEGA,WORLD CLUB Champion Football Intercontinental Clubs 2006-2007,,0,0
2008-10-01,AC,-,,SEGA,古代王者 恐竜キング 目覚めよ! 新たなる力!!,,0,0
2008-12-01,AC,LINDBERGH RED,,SEGA,ネットワーク対戦クイズ Answer×Answer2,,0,0
2008-12-01,AC,LINDBERGH RED,,SEGA,愛されるより愛シタイ ～THE HOUSE OF THE DEAD EX～,,0,0
2008-12-01,AC,-,,SEGA,R-TUNED：Ultimate Street Racing,,0,0
2008-12-01,AC,-,FTG,SEGA,バーチャファイター5 R VERSION A,,0,0
2009-02-01,AC,-,,SEGA,ハーレーダビッドソン キング・オブ・ザ・ロード,,0,0
2009-02-01,AC,LINDBERGH,,SEGA,頭文字D ARCADE STAGE 5,,0,0
2009-02-01,AC,-,,SEGA,WORLD CLUB Champion Football Intercontinental Clubs 2007-2008,,0,0
2009-04-01,AC,-,,SEGA,HUMMER（英語版）,,0,0
2009-04-01,AC,-,,SEGA,最強最速バトルレーサー,,0,0
2009-05-01,AC,-,FTG,SEGA,バーチャファイター5 R VERSION B,,0,0
2009-05-01,AC,-,,SEGA,ダービーオーナーズクラブ2009 ride for the live,,0,0
2009-07-01,AC,-,,SEGA,三国志大戦3 猛き鳳凰の天翔,,0,0
2009-07-01,AC,-,,SEGA,えほんのたまご,,0,0
2009-07-01,AC,システムSP,,SEGA,ぶろっくぴーぽー,,0,0
2009-09-01,AC,-,,SEGA,ちゃおまんがステーション,,0,0
2009-09-01,AC,RINGEDGE,,SEGA,ボーダーブレイク,,0,0
2009-09-01,AC,-,,SEGA,未来警察パトチェイサー,,0,0
2009-09-01,AC,-,,SEGA,未来警察バトルポリース,,0,0
2009-10-01,AC,-,,SEGA,ジュエルペット 〜キラキラ魔法の宝石箱〜,,0,0
2009-11-01,AC,-,,SEGA,WORLD CLUB Champion Football Intercontinental Clubs 2008-2009,,0,0
2009-11-01,AC,-,FTG,SEGA,バーチャファイター5 R VERSION C,,0,0
2009-11-01,AC,-,,SEGA,歴史大戦ゲッテンカ,,0,0
2009-12-01,AC,システムSP,PZL落ち物,SEGA,テトリス・デカリス,,0,0
2009-12-01,AC,RINGEDGE,,SEGA,シャイニング・フォース クロス,,0,0
2009-12-01,AC,RINGWIDE,,SEGA,リルぷりっ ゆびぷるひめチェン!,,0,0
2010-01-01,AC,-,,SEGA,えらべる あそべる タッチタッチトラベル,,0,0
